"ID","Language","AtLeastOneOpenResponse","COVIDStatus5","COVIDStatus4","COVIDStatus3","COVIDStatus2","COVIDStatus1","COVIDStatus0","Isolation","DP2","DP1","DP5","DP4","DP3","Erg2","Erg6","Erg4","Erg5","Erg3","Erg1","WHO5B3","WHO5B4","WHO5B5","WHO5B2","WHO5B1","WHO5S2","WHO5S3","WHO5S5","WHO5S1","WHO5S4","HPQB1","HPQB7","HPQB3","HPQB6","HPQB5","HPQB4","HPQB2","HPQB8","HPQS1","HPQS4","HPQS6","HPQS3","HPQS5","HPQS2","HPQS7","HPQS8","PerformanceOthers","PerB1item","PerS1item","RolesIncludeDeveloper","YearsOfExperience","YearsOfWorkFromHomeExperience","Fulltime","Age","Gender","Country","Education","OrganizationSize","Disabilities","COVIDStatus","AdultCohabitants","ChildCohabitants","FearResilience"
119,"Italian",1,NA,NA,NA,NA,NA,1,3,2,5,4,4,5,4,5,6,5,4,5,4,3,4,5,4,3,3,4,3,2,3,2,3,2,2,2,3,4,3,2,2,2,2,3,2,5,7,7,8,1,3,1,1,2,"Male","Italy",1,3,0,0,3,0,NA
120,"Italian",1,NA,NA,NA,NA,NA,1,3,4,5,5,5,5,6,6,6,6,6,4,5,4,6,5,4,6,4,3,3,6,3,2,3,3,1,3,1,5,3,2,2,2,2,2,1,6,8,8,8,1,3,0,1,4,"Male","Italy",2,3,0,0,3,0,-2.1
121,"Italian",0,NA,NA,NA,NA,NA,1,3,2,5,5,5,4,6,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,1,2,1,1,4,2,1,1,1,2,1,1,4,9,9,9,0,10,0,1,5,"Male","Italy",3,3,0,0,2,0,-0.8
122,"Italian",0,NA,NA,NA,NA,NA,1,3,NA,4,5,4,4,5,1,5,1,6,2,2,2,4,3,3,3,2,1,3,5,3,1,3,2,3,3,3,4,2,3,3,4,3,2,1,2,5,6,4,1,7,0,1,3,"Male","Italy",1,2,0,0,0,0,NA
123,"Italian",1,NA,NA,NA,NA,NA,1,3,4,3,3,4,4,6,4,6,3,6,4,4,4,4,4,4,2,1,1,1,2,4,4,3,3,3,4,3,6,3,3,3,3,3,3,3,4,5,6,4,1,25,1,1,7,"Male","Italy",3,2,1,0,0,0,0.4
124,"Italian",1,NA,NA,NA,NA,NA,1,3,3,4,5,5,4,6,5,6,5,5,2,2,3,4,2,3,3,4,4,4,4,3,3,4,2,2,2,2,4,3,2,2,4,3,2,3,4,7,8,8,1,1,0,1,3,"Male","Italy",3,2,0,0,2,0,2.4
125,"Italian",0,NA,NA,NA,NA,NA,1,3,NA,5,NA,5,NA,6,6,6,6,6,6,6,6,6,6,6,3,4,2,3,3,4,1,1,2,1,2,1,6,4,3,3,3,3,2,3,6,8,8,6,1,7,0,1,4,"Male","Italy",2,3,0,0,1,0,NA
126,"Italian",1,NA,NA,NA,NA,NA,1,3,3,5,5,5,4,4,4,5,4,6,4,6,5,6,6,5,5,5,5,5,6,4,1,2,2,2,2,2,6,4,2,2,2,2,1,3,6,7,9,8,1,5,0,1,4,"Male","Italy",3,4,0,0,2,0,0.7
127,"Italian",1,NA,NA,NA,NA,NA,1,3,4,5,5,5,5,5,5,6,6,5,5,5,5,5,3,5,4,4,3,5,6,3,3,2,2,3,2,2,4,2,1,1,1,1,2,2,4,9,9,9,1,14,2,1,5,"Male","Italy",2,4,0,0,1,0,0.7
128,"Italian",1,NA,NA,NA,NA,NA,1,3,NA,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,3,4,4,3,2,1,2,2,2,1,5,2,2,2,2,2,2,2,6,8,8,9,1,3,0,1,3,"Female","Italy",3,3,0,0,3,0,0.1
129,"Italian",0,NA,NA,NA,NA,NA,1,4,NA,5,1,5,2,1,1,6,1,5,2,2,5,6,2,3,6,6,6,5,6,5,5,3,4,5,4,4,6,5,4,4,5,5,3,4,7,9,8,9,0,1,0,1,3,"Male","Italy",3,5,0,0,3,0,-1.9
130,"Italian",0,NA,NA,NA,NA,NA,1,3,1,3,4,5,5,5,4,5,6,5,4,5,6,6,5,5,4,4,4,4,3,5,3,1,2,4,2,1,6,4,3,2,2,3,1,1,6,7,9,8,1,10,0,1,5,"Male","Italy",3,4,0,0,1,1,-2
131,"Italian",1,NA,NA,NA,NA,NA,1,3,NA,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,4,3,3,2,2,2,2,2,6,3,2,2,2,2,2,2,6,6,7,7,0,13,1,1,5,"Female","Italy",2,5,0,0,1,0,-1.5
132,"Italian",0,NA,NA,NA,NA,NA,1,3,NA,4,5,4,4,5,1,5,1,6,2,2,2,4,3,3,3,2,1,3,5,3,1,3,2,3,3,3,4,2,3,3,4,3,2,1,2,5,6,4,1,7,0,1,3,"Male","Italy",1,2,0,0,0,0,NA
133,"Italian",0,NA,NA,NA,NA,NA,1,3,3,3,4,2,4,1,6,6,6,6,1,6,6,6,6,6,6,6,6,6,5,2,2,2,2,2,2,2,6,2,2,2,2,3,2,2,6,7,8,8,1,12,0,1,5,"Male","Italy",4,4,0,0,1,2,NA
134,"Italian",1,NA,NA,NA,1,NA,NA,4,1,5,5,5,5,4,6,5,3,6,6,5,2,6,5,6,6,5,5,5,3,1,1,1,2,2,1,1,4,1,1,2,1,2,1,1,4,9,9,9,1,3,0,1,2,"Male","Italy",1,4,0,2,2,0,-3.1
135,"Italian",1,NA,NA,NA,NA,NA,1,3,4,5,5,5,4,5,3,5,3,5,5,6,6,6,6,6,5,4,5,4,3,4,2,2,2,3,2,1,6,5,2,2,3,3,1,1,7,4,8,7,1,1,NA,1,2,NA,"Italy",1,3,0,0,2,0,-3.1
136,"Italian",1,NA,NA,NA,NA,NA,1,3,3,4,3,5,4,2,3,4,2,4,3,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,4,3,3,3,3,3,3,3,4,7,7,7,1,3,0,1,3,"Male","Italy",2,4,0,0,4,0,1.1
137,"Italian",0,NA,NA,NA,NA,NA,1,3,5,5,5,5,3,4,1,4,1,3,4,5,3,5,5,5,5,5,3,5,5,4,2,2,2,2,4,2,6,NA,4,2,2,2,NA,2,6,9,9,9,1,18,0,1,6,"Male","Italy",1,2,0,0,1,2,0.4
138,"Italian",1,NA,NA,NA,NA,NA,1,3,2,5,5,5,4,5,5,5,4,6,4,4,2,5,2,3,4,3,2,4,4,3,1,2,3,2,1,3,4,3,1,2,2,2,3,1,4,5,7,7,1,12,0,1,5,"Male","Italy",2,4,0,0,1,0,-4.1
139,"Italian",0,NA,NA,NA,NA,1,NA,3,2,4,4,5,4,1,3,5,4,6,1,5,5,4,5,5,2,5,4,4,4,4,3,1,1,4,3,2,6,4,3,2,2,2,2,3,5,8,9,7,1,12,1,1,6,"Male","Italy",3,4,0,1,1,1,1.4
140,"Italian",1,NA,NA,NA,NA,NA,1,3,3,4,5,5,4,3,3,4,4,5,6,3,3,3,4,3,4,4,5,3,5,4,2,2,4,2,2,2,5,4,2,2,1,2,1,3,6,6,8,9,1,16,0,1,6,"Male","Italy",2,4,0,0,1,1,-2.2
141,"Italian",1,NA,NA,NA,NA,NA,1,4,1,5,5,5,4,5,5,5,4,6,2,5,5,5,5,5,5,4,5,5,6,4,1,3,1,3,3,2,6,4,2,1,2,2,1,1,6,8,9,9,1,15,0,1,5,"Male","Italy",1,3,0,0,1,0,-3.6
142,"Italian",0,NA,NA,NA,NA,NA,1,3,5,5,5,4,5,2,3,6,4,6,2,5,4,3,3,3,6,6,6,6,6,4,2,3,4,5,4,3,5,4,1,1,2,3,1,2,6,6,7,9,1,10,3,1,5,"Male","Italy",2,3,0,0,1,2,-3.1
143,"Italian",1,NA,NA,NA,NA,NA,1,3,3,4,5,5,5,6,6,6,6,6,5,5,4,6,5,5,5,4,3,4,5,3,1,2,2,3,1,3,4,3,1,2,2,2,2,1,4,8,8,8,1,11,0,1,4,"Male","Italy",2,5,0,0,1,0,NA
144,"Italian",1,NA,NA,NA,NA,NA,1,3,4,4,4,5,5,5,6,6,6,5,5,5,4,5,4,5,5,5,5,5,5,2,1,2,1,2,2,1,4,2,3,1,2,2,1,1,4,8,7,8,0,7,0,1,4,"Male","Italy",1,3,0,0,1,0,-3.6
145,"Italian",1,NA,NA,NA,NA,NA,1,3,1,5,4,5,4,5,1,5,1,5,2,5,5,5,4,5,3,3,2,2,4,4,3,2,2,3,2,2,5,3,4,4,3,4,3,3,3,8,8,6,1,6,0,1,4,"Male","Italy",3,3,0,0,0,0,-2.8
146,"Italian",1,NA,NA,NA,NA,NA,1,3,2,5,5,5,5,5,1,1,1,5,1,5,5,6,6,6,5,1,5,3,1,3,2,3,2,2,2,2,4,3,3,3,4,4,3,3,3,6,7,4,1,5,1,1,4,"Male","Italy",2,5,0,0,1,0,-3.9
147,"Italian",1,NA,NA,NA,NA,NA,1,4,4,5,5,5,5,6,5,6,4,6,5,5,6,5,5,5,5,6,5,5,6,4,1,2,2,2,2,2,6,4,2,2,1,2,2,1,6,8,8,8,0,16,0,1,5,"Male","Italy",2,4,0,0,0,0,-4.1
148,"Italian",1,NA,NA,NA,NA,NA,1,3,2,4,5,2,5,6,3,6,4,5,3,2,1,5,2,3,5,5,3,4,6,3,2,3,2,3,3,3,4,3,2,1,2,2,2,1,4,6,7,7,1,9,1,1,4,"Male","Italy",3,4,0,0,2,0,-3.4
149,"Italian",1,NA,NA,NA,NA,NA,1,2,3,4,5,4,5,4,5,6,5,5,5,5,4,4,5,4,5,5,5,5,5,3,1,3,3,3,2,2,5,3,3,3,2,2,2,1,5,6,7,7,1,10,1,1,5,"Male","Italy",3,3,0,0,0,0,-3.1
150,"Italian",1,NA,NA,NA,NA,NA,1,3,3,5,4,5,3,6,6,6,6,6,4,4,4,4,4,4,3,3,4,3,4,3,1,2,2,1,3,3,5,2,3,2,2,2,2,1,5,7,9,8,1,11,0,1,4,"Male","Italy",2,3,0,0,1,2,0.1
151,"Italian",1,NA,NA,NA,NA,1,NA,3,3,5,5,5,4,5,6,6,5,6,5,4,4,5,4,5,5,6,5,6,5,3,1,1,2,5,2,2,4,3,1,2,3,2,2,1,4,7,8,10,1,1,0,1,2,"Male","Italy",2,3,0,1,3,0,-2
152,"Italian",0,NA,NA,NA,NA,NA,1,3,3,4,5,5,4,6,4,6,6,6,6,4,4,4,5,5,4,5,5,4,5,2,2,2,2,2,2,2,4,2,2,2,3,3,2,2,4,9,8,8,1,1,0,1,3,"Male","Italy",2,3,0,0,3,0,-3.1
153,"Italian",0,NA,NA,NA,NA,NA,1,3,4,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,4,4,4,5,4,5,1,1,1,2,1,1,6,5,1,2,2,2,2,1,6,7,9,8,1,2,0,1,3,"Male","Italy",3,4,0,0,NA,0,-3.1
154,"Italian",1,NA,NA,NA,NA,NA,1,3,3,4,4,4,3,5,2,4,2,5,5,4,4,4,4,4,3,3,3,3,4,4,2,3,2,3,1,2,5,3,2,2,3,3,3,3,5,7,8,7,0,4,4,1,4,"Female","Italy",4,6,0,0,0,0,-2.3
155,"Italian",0,NA,NA,NA,NA,NA,1,3,1,5,3,5,4,6,1,5,1,1,4,5,3,4,4,5,2,1,1,4,6,3,1,3,3,3,3,2,6,3,4,2,4,4,3,1,5,7,7,9,1,8,1,1,4,"Male","Italy",3,4,0,0,1,0,-2.7
156,"Italian",0,NA,NA,NA,NA,NA,1,2,1,5,5,3,4,3,3,3,2,4,2,4,4,5,4,4,4,4,5,4,4,4,2,2,2,2,2,2,6,4,2,2,2,2,2,2,6,6,8,8,0,25,8,0,11,"Male","Italy",3,3,0,0,2,0,-4.1
157,"Italian",1,NA,NA,NA,NA,NA,1,3,1,5,2,5,5,6,5,6,2,6,6,4,1,5,6,5,6,5,4,5,5,3,1,3,4,3,3,4,4,3,2,2,3,2,1,1,6,8,7,8,1,1,0,1,3,"Male","Italy",3,3,0,0,3,0,-2.4
158,"Italian",1,NA,NA,NA,NA,NA,1,3,2,4,5,5,4,6,4,6,3,6,4,5,4,6,5,5,5,5,6,5,4,3,2,2,3,3,4,2,4,3,2,3,3,3,2,3,6,7,9,9,0,5,0,1,4,"Female","Italy",4,4,0,0,1,0,-2
159,"Italian",1,NA,NA,NA,NA,NA,1,3,1,4,3,5,4,6,6,6,5,6,6,4,4,5,5,5,4,5,5,4,5,4,1,3,3,3,2,2,6,4,2,2,2,2,4,2,6,6,7,7,1,4,0,1,5,"Male","Italy",2,2,0,0,1,0,-0.3
160,"Italian",0,NA,NA,NA,NA,1,NA,3,1,3,5,5,5,5,5,5,2,5,4,5,5,5,5,5,5,4,4,4,4,4,1,2,3,2,1,2,4,3,3,3,3,3,3,1,4,7,7,6,1,1,0,1,2,"Male","Italy",2,4,0,1,3,0,-4.1
161,"Italian",1,NA,NA,NA,NA,NA,1,3,3,4,5,5,2,5,4,5,4,5,3,3,3,2,2,5,5,5,6,5,6,4,3,2,2,4,3,2,4,4,1,2,3,3,2,1,5,8,8,9,1,2,1,1,3,"Male","Italy",3,2,0,0,1,0,NA
162,"Italian",0,NA,NA,NA,NA,NA,1,4,1,4,5,5,3,2,4,5,5,6,1,4,4,4,4,4,3,3,3,2,3,3,1,2,2,2,1,2,4,2,3,3,4,4,2,4,3,8,6,4,0,8,0,1,3,"Female","Italy",3,3,0,0,3,0,0.4
163,"Italian",1,NA,NA,NA,NA,NA,1,3,1,5,4,5,4,5,5,5,4,5,3,4,3,5,3,5,4,5,5,5,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,8,8,7,1,20,3,1,7,"Male","Italy",3,5,0,0,1,3,0
164,"Italian",1,NA,NA,NA,NA,NA,1,3,NA,4,5,5,4,5,4,3,4,4,5,3,2,4,3,3,4,5,5,4,5,3,3,2,2,3,4,3,5,3,2,2,1,1,2,2,5,5,7,8,1,4,2,1,3,"Male","Italy",2,4,0,0,1,0,0.8
165,"Italian",1,NA,NA,NA,NA,NA,1,3,2,5,5,5,5,5,2,5,4,5,2,2,3,5,2,2,3,4,5,4,5,2,3,3,3,3,3,3,4,3,2,3,2,3,2,2,5,8,7,8,1,1,0,1,3,"Male","Italy",2,3,0,0,2,0,-0.5
166,"Italian",0,NA,NA,NA,NA,1,NA,3,1,3,5,5,5,6,5,5,5,6,5,5,5,6,5,5,4,4,6,4,5,1,1,1,1,2,1,1,4,1,1,1,2,2,1,1,4,9,9,9,1,19,0,1,7,"Male","Italy",2,3,0,1,2,0,NA
167,"Italian",0,NA,NA,NA,NA,NA,1,3,5,4,5,4,5,6,5,5,5,6,6,4,2,2,2,2,3,5,4,4,4,4,2,2,2,3,2,2,6,4,2,2,2,1,2,1,6,6,8,9,1,6,0,1,4,"Male","Italy",3,3,0,0,4,0,NA
168,"Italian",0,NA,NA,NA,NA,NA,1,3,1,5,4,5,5,3,1,6,NA,5,1,2,2,4,2,4,2,NA,2,2,2,2,3,3,3,4,3,2,4,2,4,3,NA,4,2,4,4,7,7,6,1,14,2,1,6,"Male","Italy",3,5,0,0,1,2,NA
169,"Italian",1,NA,NA,NA,NA,NA,1,4,1,5,5,3,2,6,1,4,1,6,5,6,2,6,5,6,4,4,4,5,2,3,2,2,2,2,1,2,5,2,1,1,2,1,2,1,5,8,8,8,1,14,4,1,4,"Male","Switzerland",3,5,0,0,1,0,-0.9
170,"Italian",0,NA,NA,NA,NA,NA,1,3,4,5,5,5,5,5,6,5,6,6,5,4,4,5,3,4,3,3,4,3,5,4,2,3,5,4,4,3,4,4,2,2,2,4,2,3,6,5,6,7,1,15,0,1,5,"Female","Italy",3,1,0,0,0,0,-2.6
171,"Italian",0,NA,NA,NA,NA,NA,1,3,5,5,5,5,5,2,3,3,3,6,3,2,2,2,2,2,1,3,1,1,6,1,1,2,1,2,1,1,4,1,1,1,1,1,1,1,4,7,8,7,1,7,1,1,3,"Male","Italy",2,2,0,0,2,1,-1.8
172,"Italian",0,NA,NA,NA,NA,NA,1,3,5,4,5,5,4,6,6,6,6,5,5,5,5,5,5,5,6,6,6,6,6,4,3,3,2,2,2,2,6,4,1,1,1,1,1,2,7,7,7,9,1,30,30,1,8,"Male","Italy",4,3,0,0,0,0,-3
173,"Italian",0,NA,NA,NA,NA,NA,1,4,3,5,5,5,3,6,4,4,4,5,2,5,5,3,6,5,5,3,4,4,4,2,1,3,3,3,3,3,3,1,4,5,4,5,5,2,1,9,4,2,1,4,0,1,3,"Male","Italy",2,3,0,0,3,0,NA
174,"Italian",1,NA,NA,NA,NA,NA,1,3,4,5,5,5,5,6,5,6,5,6,4,4,4,5,4,4,5,5,5,4,5,2,2,3,3,3,3,3,3,2,3,3,3,3,3,2,3,8,9,7,1,2,0,0,2,"Male","Italy",2,2,0,0,4,1,-2.5
175,"Italian",0,NA,NA,NA,NA,NA,1,4,2,4,4,5,4,5,1,3,1,5,4,4,3,6,4,5,3,3,4,3,3,3,1,3,2,3,3,2,4,3,3,4,4,4,3,4,3,8,9,7,1,3,0,1,3,"Male","Italy",2,2,0,0,2,0,NA
176,"Italian",0,NA,NA,NA,NA,NA,1,3,2,3,5,5,5,6,6,5,6,6,3,3,3,4,3,2,6,5,6,5,4,3,1,3,3,4,3,2,4,3,2,1,1,2,2,1,5,8,7,9,1,7,0,1,5,"Male","Italy",2,4,0,0,3,0,NA
1,"Korean",1,NA,NA,NA,NA,NA,1,1,1,3,5,2,1,5,4,5,5,5,3,3,4,2,5,4,5,2,2,4,4,2,1,1,4,4,4,4,2,4,4,4,4,4,4,1,1,9,4,4,1,1,0,1,3,"Other","Korea, South",2,2,1,0,1,0,-3.1
2,"Korean",1,NA,NA,NA,NA,NA,1,3,1,4,3,4,2,5,4,5,5,5,4,3,4,3,4,3,3,4,4,3,3,3,1,4,3,1,1,1,5,4,2,2,4,3,2,1,5,7,9,9,1,6,0,1,3,"Male","Korea, South",2,4,1,0,0,0,-3.1
3,"Korean",0,NA,NA,NA,NA,NA,1,3,4,4,2,4,5,5,4,5,5,5,3,3,3,5,5,3,4,3,4,3,2,3,1,2,3,3,2,2,4,3,4,3,3,4,3,1,4,7,6,7,0,7,0,1,3,"Male","Korea, South",2,3,2,0,1,0,2.2
4,"Korean",0,NA,NA,NA,NA,NA,1,3,1,3,5,4,5,4,3,4,4,4,4,5,4,4,5,5,5,3,3,3,4,4,1,3,3,3,3,1,6,3,3,3,3,3,3,3,5,8,8,7,1,8,0,1,5,"Male","Korea, South",2,2,1,0,NA,2,-3
5,"Korean",1,NA,NA,NA,NA,NA,1,2,3,4,4,5,1,6,3,2,4,5,1,6,3,5,5,5,6,4,3,3,5,5,1,2,1,2,1,1,6,4,3,3,3,4,2,1,5,6,9,8,0,7,1,1,4,"Male","Korea, South",3,2,1,0,3,0,-1.6
6,"Korean",1,NA,NA,NA,NA,NA,1,3,1,2,4,4,1,6,4,5,5,6,1,3,1,3,3,3,6,2,2,5,6,4,3,3,1,3,2,1,6,3,3,2,4,5,3,2,4,5,9,5,1,1.5,0.1,1,2,"Female","Korea, South",2,3,1,0,0,0,-3.6
7,"Korean",1,NA,NA,NA,NA,NA,1,2,1,5,2,4,3,4,3,4,4,4,5,3,2,2,4,2,4,2,2,2,2,3,2,4,3,4,4,3,5,3,3,3,3,3,3,2,4,6,7,7,1,9,0,1,4,"Male","Korea, South",3,4,1,0,0,0,-2
8,"Korean",0,NA,NA,NA,NA,NA,1,2,NA,5,4,5,2,6,5,6,5,6,2,2,4,2,5,4,5,2,2,4,4,1,1,3,3,3,3,4,7,1,3,2,3,3,4,1,7,7,10,10,1,20,0,1,6,"Male","Korea, South",0,4,1,0,1,0,-1.6
9,"Korean",1,NA,NA,NA,NA,NA,1,3,3,3,3,4,3,4,3,4,3,3,3,4,5,5,5,4,2,3,3,3,2,2,2,4,3,4,3,3,4,3,2,3,2,3,2,2,4,5,6,4,1,3,1,1,3,"Male",NA,2,1,1,0,0,0,-1.1
10,"Korean",1,NA,NA,NA,NA,NA,1,2,1,4,5,4,4,6,4,5,6,5,4,3,3,2,4,3,4,5,5,5,5,3,1,3,3,3,4,3,5,3,2,2,3,2,1,1,5,8,8,9,1,16,0,1,6,"Male","Korea, South",2,2,1,0,1,0,-0.8
11,"Korean",0,NA,NA,NA,NA,NA,1,2,1,1,5,2,1,3,3,4,2,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,7,7,7,1,10,0,1,6,"Male","Korea, South",3,2,1,0,1,2,-2.5
12,"Korean",1,NA,NA,NA,NA,NA,1,2,1,3,4,5,5,5,5,4,3,5,2,4,5,4,4,4,4,4,4,4,5,4,1,3,2,3,2,2,5,4,3,2,2,2,2,1,5,7,9,7,1,20,0,1,8,"Male","Korea, South",3,2,1,0,2,0,-0.4
13,"Korean",1,NA,NA,NA,NA,NA,1,3,1,2,1,5,2,6,5,5,5,5,5,2,2,2,3,2,3,2,2,1,3,3,2,3,3,3,3,2,5,3,3,3,3,3,2,2,4,5,7,6,0,15,1,1,5,"Male","Korea, South",3,2,1,0,0,0,-0.2
14,"Korean",1,NA,NA,NA,NA,NA,1,2,1,1,4,3,4,4,3,5,5,4,1,3,3,3,3,3,3,3,4,3,4,4,3,4,4,3,4,4,6,3,4,4,4,5,3,2,6,6,8,7,1,2,0,1,4,"Female","Korea, South",4,4,1,0,1,2,1.2
15,"Korean",1,NA,NA,NA,NA,1,NA,4,2,3,4,5,5,5,3,5,6,6,4,2,1,2,3,2,5,2,2,3,2,5,1,3,3,3,2,2,7,4,3,3,3,2,2,1,5,3,10,7,0,29,0,1,8,"Male","Korea, South",2,4,1,1,1,0,-3
16,"Korean",1,NA,NA,NA,NA,NA,1,2,3,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,6,5,5,5,5,3,2,2,2,2,2,2,4,2,3,2,2,2,2,2,4,7,8,8,0,3,0,1,4,"Male","Korea, South",2,3,1,0,2,0,-3.9
17,"Korean",1,NA,NA,NA,NA,NA,1,3,2,4,4,4,2,6,3,3,5,5,3,3,2,4,3,4,4,2,2,4,3,3,1,2,2,3,3,3,4,3,4,2,3,3,3,3,3,8,8,6,1,6,0,1,4,"Female","Korea, South",3,6,NA,0,1,0,-0.9
18,"Korean",1,NA,NA,NA,NA,NA,1,3,4,4,2,4,4,4,2,4,2,5,2,6,5,6,5,5,3,3,1,3,2,4,5,3,4,4,4,3,4,4,4,3,4,4,4,4,4,8,7,5,1,3,1,1,3,"Male","Korea, South",3,4,1,0,1,0,-1.2
19,"Korean",0,NA,NA,NA,NA,NA,1,2,1,1,5,3,1,3,3,4,5,5,3,2,1,1,2,3,2,3,4,2,2,4,2,2,1,3,3,3,3,2,2,4,4,5,4,1,1,8,8,4,1,3,0,1,3,"Male","Korea, South",2,3,1,0,3,0,-0.5
20,"Korean",0,NA,NA,NA,NA,NA,1,3,1,1,1,5,1,6,6,6,2,6,5,2,1,1,4,1,6,6,6,6,6,3,2,1,3,3,2,3,4,4,1,1,1,1,1,1,6,8,8,10,0,4,0,0,3,"Male","Korea, South",2,4,1,0,0,0,-2.3
21,"Korean",0,NA,NA,NA,NA,NA,1,3,2,2,4,4,3,6,6,6,6,6,5,2,3,2,2,2,3,3,3,3,3,3,2,3,2,3,3,2,4,3,2,3,3,2,2,2,4,7,8,8,1,14,7,1,4,"Female","Korea, South",2,2,1,0,1,0,-1.7
22,"Korean",0,NA,NA,NA,NA,1,NA,2,2,2,1,3,3,5,3,4,4,4,3,3,2,3,3,3,3,3,2,3,2,1,1,3,3,2,3,2,3,1,3,3,2,3,3,4,3,7,9,4,1,1,1,1,3,"Male","Korea, South",2,5,1,1,0,0,-0.4
23,"Korean",1,NA,NA,NA,NA,NA,1,3,1,2,1,5,2,6,5,5,5,5,5,2,2,2,3,2,3,2,2,1,3,3,2,3,3,3,3,2,5,3,3,3,3,3,2,2,4,5,7,6,0,15,1,1,5,"NB","Korea, South",3,2,1,0,0,0,-0.2
24,"Korean",0,NA,NA,NA,NA,NA,1,1,1,4,5,1,1,3,4,6,4,6,3,5,3,4,4,5,5,5,4,4,5,3,1,3,3,3,3,3,3,2,3,3,3,3,3,1,3,8,8,6,1,1,NA,1,3,"Female","Korea, South",2,4,1,0,3,0,NA
25,"Korean",1,NA,NA,NA,NA,NA,1,3,1,2,4,5,3,5,3,4,4,5,2,4,4,4,4,4,5,4,4,4,5,4,2,3,3,2,3,2,5,4,2,3,3,3,2,2,5,7,8,8,1,18,0,1,6,"Male","Korea, South",3,3,1,0,1,1,-1
26,"Korean",0,NA,NA,NA,NA,NA,1,3,1,4,5,5,4,4,5,5,5,5,3,4,2,2,4,3,4,4,3,4,3,4,3,2,2,2,2,2,7,3,4,4,3,4,3,4,3,5,10,4,1,8,1,1,4,"Male","Korea, South",2,1,0,0,1,0,NA
27,"Korean",0,NA,NA,NA,NA,NA,1,3,1,5,5,5,5,5,6,6,6,6,4,5,5,4,4,4,4,3,2,3,4,3,2,1,2,2,2,2,5,2,4,4,4,4,3,4,2,6,6,3,0,16,2,1,6,"Male","Korea, South",2,1,1,0,1,1,-3.4
28,"Korean",1,NA,NA,NA,NA,NA,1,3,2,5,5,4,3,5,6,6,5,6,6,5,3,5,5,5,6,5,6,6,4,4,1,2,1,3,2,1,5,4,2,1,2,2,1,1,5,8,9,9,1,10,1,1,5,"Male","Korea, South",3,5,1,0,1,0,-3
29,"Korean",0,NA,NA,NA,NA,NA,1,2,4,4,4,4,4,4,1,5,3,5,1,5,5,5,4,4,2,1,2,2,2,3,2,2,3,3,3,3,4,2,5,4,5,5,4,4,2,8,6,3,1,5,3,1,4,"Male","Germany",3,5,0,0,0,0,3.6
30,"Korean",1,NA,NA,NA,NA,NA,1,2,1,4,5,5,4,5,3,5,4,5,5,6,6,5,6,5,5,5,5,5,5,3,2,2,2,2,2,3,4,3,2,2,1,2,2,2,4,9,9,8,0,20,0.1,1,8,"Female","Korea, South",2,4,1,0,1,1,-2.9
31,"Korean",0,NA,NA,NA,NA,NA,1,2,2,4,5,4,3,5,3,5,3,5,3,6,3,5,5,6,5,5,5,4,3,2,4,4,3,3,3,1,5,3,4,2,3,4,2,4,5,5,8,8,0,20,2,1,8,"Male","Korea, South",2,2,1,0,3,0,-3.4
32,"Korean",1,NA,NA,NA,NA,NA,1,2,2,3,4,3,4,4,4,5,4,5,4,4,3,3,5,4,5,4,3,4,6,3,1,2,2,2,2,2,4,3,3,2,3,3,2,3,4,8,8,7,1,1,0,1,3,"Male","Korea, South",2,4,1,0,1,0,-0.3
33,"Korean",1,NA,NA,NA,NA,NA,1,2,4,5,5,5,4,6,6,6,6,6,3,5,6,5,5,5,5,5,5,5,5,4,2,1,2,1,1,1,6,4,2,2,1,2,1,1,6,7,10,9,0,8,0,1,6,"Female","Korea, South",4,4,1,0,2,1,-3.1
34,"Korean",1,NA,NA,NA,NA,NA,1,3,4,4,4,4,1,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,2,2,2,2,2,2,6,4,2,3,3,2,2,2,6,6,7,8,0,6,0.1,1,4,"Male","Korea, South",3,3,1,0,1,1,-2.1
35,"Korean",1,NA,NA,NA,NA,NA,1,3,1,4,4,4,4,6,5,6,5,6,4,5,4,5,4,4,5,3,3,3,5,4,3,3,3,4,4,3,5,3,4,3,3,3,4,3,4,7,6,5,1,12,3,1,5,"Male","Korea, South",3,4,1,0,1,2,-3
36,"Korean",0,NA,NA,NA,NA,NA,1,2,3,5,5,5,4,4,3,6,5,6,3,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,2,2,5,4,3,3,2,3,3,2,4,6,8,7,1,11,1,1,6,"Male","Korea, South",2,4,1,0,2,2,-4
